"empire","empire_start","empire_end","god","king","coin","trade","country_name","country_iso","geo","begin","end","capital"
"Spanish Empire","1462","1975","0","1","1",NULL,"Suriname","SUR","Americas","1593","1629","0"
"Spanish Empire","1462","1975","0","1","1",NULL,"Uruguay","URY","Americas","1500","1817","0"
"Spanish Empire","1462","1975","0","1","1",NULL,"Palau","PLW","Oceania","1710","1899","0"
"Spanish Empire","1462","1975","0","1","1",NULL,"Costa Rica","CRI","Americas","1502","1821","0"
"Spanish Empire","1462","1975","0","1","1",NULL,"Honduras","HND","Americas","1502","1824","0"
"Spanish Empire","1462","1975","0","1","1",NULL,"Mexico","MEX","Americas","1518","1823","0"
"Spanish Empire","1462","1975","0","1","1",NULL,"Nicaragua","NIC","Americas","1522","1821","0"
"Spanish Empire","1462","1975","0","1","1",NULL,"El Salvador","SLV","Americas","1524","1821","0"
"Spanish Empire","1462","1975","0","1","1",NULL,"Dominican Republic","DOM","Americas","1492","1865","0"
"Spanish Empire","1462","1975","0","1","1",NULL,"Haiti","HTI","Americas","1492","1625","0"
"Spanish Empire","1462","1975","0","1","1",NULL,"Bolivia","BOL","Americas","1532","1809","0"
"Spanish Empire","1462","1975","0","1","1",NULL,"Colombia","COL","Americas","1509","1819","0"
"Spanish Empire","1462","1975","0","1","1",NULL,"Ecuador","ECU","Americas","1534","1835","0"
"Spanish Empire","1462","1975","0","1","1",NULL,"Peru","PER","Americas","1532","1821","0"
"Spanish Empire","1462","1975","0","1","1",NULL,"Angola","AGO","Africa","1580","1640","0"
"Spanish Empire","1462","1975","0","1","1",NULL,"Cuba","CUB","Americas","1492","1899","0"
"Spanish Empire","1462","1975","0","1","1",NULL,"Equatorial Guinea","GNQ","Africa","1778","1968","0"
"Spanish Empire","1462","1975","0","1","1",NULL,"Guam","GUM","Oceania","1565","1817","0"
"Spanish Empire","1462","1975","0","1","1",NULL,"Panama","PAN","Americas","1502","1821","0"
"Spanish Empire","1462","1975","0","1","1",NULL,"Puerto Rico","PRI","Americas","1493","1897","0"
"Spanish Empire","1462","1975","0","1","1",NULL,"Paraguay","PRY","Americas","1534","1811","0"
"Spanish Empire","1462","1975","0","1","1",NULL,"Venezuela","VEN","Americas","1498","1830","0"
"Srivijaya Empire","650","1377","1","1","0","1","Malaysia","MYS","Asia","650","1377","0"
"Srivijaya Empire","650","1377","1","1","0","1","Indonesia","IDN","Asia","650","1377","1"
"Srivijaya Empire","650","1377","1","1","0","1","Thailand","THA","Asia","650","1377","0"
"Sui Dynasty","581","618","0","1","0",NULL,"China","CHN","Asia","581","618","1"
"Sui Dynasty","581","618","0","1","0",NULL,"Vietnam","VNM","Asia","581","618","0"
"Swedish Empire","1611","1721","1","1","1",NULL,"Russia","RUS","Europe","1611","1721","0"
"Swedish Empire","1611","1721","1","1","1",NULL,"United Kingdom","GBR","Europe","1648","1721","0"
"Swedish Empire","1611","1721","1","1","1",NULL,"Germany","DEU","Europe","1648","1721","0"
"Swedish Empire","1611","1721","1","1","1",NULL,"Poland","POL","Europe","1648","1721","0"
"Swedish Empire","1611","1721","1","1","1",NULL,"Ghana","GHA","Africa","1648","1721","0"
"Swedish Empire","1611","1721","1","1","1",NULL,"United States","USA","Americas","1648","1721","0"
"Swedish Empire","1611","1721","1","1","1",NULL,"Denmark","DNK","Europe","1645","1721","0"
"Swedish Empire","1611","1721","1","1","1",NULL,"Estonia","EST","Europe","1611","1721","0"
"Swedish Empire","1611","1721","1","1","1",NULL,"Norway","NOR","Europe","1658","1719","0"
"Swedish Empire","1611","1721","1","1","1",NULL,"Togo","TGO","Africa","1648","1721","0"
"Swedish Empire","1611","1721","1","1","1",NULL,"Finland","FIN","Europe","1611","1721","0"
"Swedish Empire","1611","1721","1","1","1",NULL,"Latvia","LVA","Europe","1629","1721","0"
"Swedish Empire","1611","1721","1","1","1",NULL,"Sweden","SWE","Europe","1611","1721","1"
"Tahirid Dynasty","821","873","0","1","0",NULL,"Afghanistan","AFG","Asia","821","873","0"
"Tahirid Dynasty","821","873","0","1","0",NULL,"Iran","IRN","Asia","821","873","1"
"Tahirid Dynasty","821","873","0","1","0",NULL,"Iraq","IRQ","Asia","821","873","0"
"Tahirid Dynasty","821","873","0","1","0",NULL,"Pakistan","PAK","Asia","821","873","0"
"Tahirid Dynasty","821","873","0","1","0",NULL,"Tajikistan","TJK","Asia","821","873","0"
"Tahirid Dynasty","821","873","0","1","0",NULL,"Turkmenistan","TKM","Asia","821","873","0"
"Tahirid Dynasty","821","873","0","1","0",NULL,"Uzbekistan","UZB","Asia","821","873","0"
"Tahirid Dynasty","821","873","0","1","0",NULL,"India","IND","Asia","821","873","0"
"Tahirid Dynasty","821","873","0","1","0",NULL,"China","CHN","Asia","821","873","0"
"Tang Dynasty","618","907","0","1","0",NULL,"Afghanistan","AFG","Asia","618","907","0"
"Tang Dynasty","618","907","0","1","0",NULL,"Kazakhstan","KAZ","Asia","618","907","0"
"Tang Dynasty","618","907","0","1","0",NULL,"Pakistan","PAK","Asia","618","907","0"
"Tang Dynasty","618","907","0","1","0",NULL,"Russia","RUS","Europe","618","907","0"
"Tang Dynasty","618","907","0","1","0",NULL,"Tajikistan","TJK","Asia","618","907","0"
"Tang Dynasty","618","907","0","1","0",NULL,"Uzbekistan","UZB","Asia","618","907","0"
"Tang Dynasty","618","907","0","1","0",NULL,"China","CHN","Asia","618","907","1"
"Tang Dynasty","618","907","0","1","0",NULL,"North Korea","PRK","Asia","618","907","0"
"Tang Dynasty","618","907","0","1","0",NULL,"Mongolia","MNG","Asia","618","907","0"
"Tang Dynasty","618","907","0","1","0",NULL,"Vietnam","VNM","Asia","618","907","0"
"Tang Dynasty","618","907","0","1","0",NULL,"Hong Kong","HKG","Asia","618","907","0"
"Third Reich","1933","1945","0","1","0",NULL,"Greece","GRC","Europe","1941","1945","0"
"Third Reich","1933","1945","0","1","0",NULL,"Romania","ROU","Europe","1940","1945","0"
"Third Reich","1933","1945","0","1","0",NULL,"Russia","RUS","Europe","1941","1945","0"
"Third Reich","1933","1945","0","1","0",NULL,"France","FRA","Europe","1940","1945","0"
"Third Reich","1933","1945","0","1","0",NULL,"Austria","AUT","Europe","1938","1945","0"
"Third Reich","1933","1945","0","1","0",NULL,"Czech Republic","CZE","Europe","1938","1945","0"
"Third Reich","1933","1945","0","1","0",NULL,"Germany","DEU","Europe","1933","1945","1"
"Third Reich","1933","1945","0","1","0",NULL,"Hungary","HUN","Europe","1940","1945","0"
"Third Reich","1933","1945","0","1","0",NULL,"Poland","POL","Europe","1939","1945","0"
"Third Reich","1933","1945","0","1","0",NULL,"Slovenia","SVN","Europe","1938","1945","0"
"Third Reich","1933","1945","0","1","0",NULL,"Belgium","BEL","Europe","1940","1945","0"
"Third Reich","1933","1945","0","1","0",NULL,"Netherlands","NLD","Europe","1940","1945","0"
"Third Reich","1933","1945","0","1","0",NULL,"Lithuania","LTU","Europe","1939","1945","0"
"Third Reich","1933","1945","0","1","0",NULL,"Montenegro","ME","Europe","1941","1945","0"
"Third Reich","1933","1945","0","1","0",NULL,"Serbia","RS","Europe","1941","1945","0"
"Tibetan Empire","618","842","0","1","0",NULL,"Afghanistan","AFG","Asia","618","842","0"
"Tibetan Empire","618","842","0","1","0",NULL,"Kazakhstan","KAZ","Asia","618","842","0"
"Tibetan Empire","618","842","0","1","0",NULL,"Pakistan","PAK","Asia","618","842","0"
"Tibetan Empire","618","842","0","1","0",NULL,"Tajikistan","TJK","Asia","618","842","0"
"Tibetan Empire","618","842","0","1","0",NULL,"India","IND","Asia","618","842","0"
"Tibetan Empire","618","842","0","1","0",NULL,"China","CHN","Asia","618","842","1"
"Tibetan Empire","618","842","0","1","0",NULL,"Bangladesh","BGD","Asia","618","842","0"
"Tibetan Empire","618","842","0","1","0",NULL,"Nepal","NPL","Asia","618","842","0"
"Tibetan Empire","618","842","0","1","0",NULL,"Bhutan","BTN","Asia","618","842","0"
"Timurid Empire","1370","1507","0","1","0",NULL,"Afghanistan","AFG","Asia","1370","1507","1"
"Timurid Empire","1370","1507","0","1","0",NULL,"Armenia","ARM","Asia","1406","1507","0"
"Timurid Empire","1370","1507","0","1","0",NULL,"Azerbaijan","AZE","Asia","1406","1507","0"
"Timurid Empire","1370","1507","0","1","0",NULL,"Georgia","GEO","Asia","1406","1507","0"
"Timurid Empire","1370","1507","0","1","0",NULL,"Iran","IRN","Asia","1379","1405","0"
"Timurid Empire","1370","1507","0","1","0",NULL,"Iraq","IRQ","Asia","1406","1507","0"
"Timurid Empire","1370","1507","0","1","0",NULL,"Kazakhstan","KAZ","Asia","1406","1507","0"
"Timurid Empire","1370","1507","0","1","0",NULL,"Kuwait","KWT","Asia","1406","1507","0"
"Timurid Empire","1370","1507","0","1","0",NULL,"Pakistan","PAK","Asia","1406","1507","0"
"Timurid Empire","1370","1507","0","1","0",NULL,"Russia","RUS","Europe","1406","1507","0"
"Timurid Empire","1370","1507","0","1","0",NULL,"Syria","SYR","Asia","1406","1507","0"
"Timurid Empire","1370","1507","0","1","0",NULL,"Tajikistan","TJK","Asia","1370","1507","0"
"Timurid Empire","1370","1507","0","1","0",NULL,"Turkmenistan","TKM","Asia","1370","1507","0"
"Timurid Empire","1370","1507","0","1","0",NULL,"Turkey","TUR","Asia","1406","1507","0"
"Timurid Empire","1370","1507","0","1","0",NULL,"Uzbekistan","UZB","Asia","1370","1507","0"
"Timurid Empire","1370","1507","0","1","0",NULL,"India","IND","Asia","1406","1507","0"
"Timurid Empire","1370","1507","0","1","0",NULL,"Saudi Arabia","SAU","Asia","1406","1507","0"
"Timurid Empire","1370","1507","0","1","0",NULL,"China","CHN","Asia","1406","1507","0"
"Tui Tonga Empire","950","1865","0","1","0",NULL,"Fiji","FJI","Oceania","950","1865","0"
"Tui Tonga Empire","950","1865","0","1","0",NULL,"Nauru","NRU","Oceania","950","1865","0"
"Tui Tonga Empire","950","1865","0","1","0",NULL,"Solomon Islands","SLB","Oceania","950","1865","0"
"Tui Tonga Empire","950","1865","0","1","0",NULL,"Tonga","TON","Oceania","950","1865","1"
"Tui Tonga Empire","950","1865","0","1","0",NULL,"Samoa","WSM","Oceania","950","1865","0"
"Tui Tonga Empire","950","1865","0","1","0",NULL,"Cook Islands","COK","Oceania","950","1865","0"
"Tui Tonga Empire","950","1865","0","1","0",NULL,"Niue","NIU","Oceania","950","1865","0"
"Tui Tonga Empire","950","1865","0","1","0",NULL,"Tuvalu","TUV","Oceania","950","1865","0"
"Umayyad Caliphate","661","750","1","1","1",NULL,"Afghanistan","AFG","Asia","661","750","0"
"Umayyad Caliphate","661","750","1","1","1",NULL,"United Arab Emirates","ARE","Asia","661","750","0"
"Umayyad Caliphate","661","750","1","1","1",NULL,"Armenia","ARM","Asia","661","750","0"
"Umayyad Caliphate","661","750","1","1","1",NULL,"Azerbaijan","AZE","Asia","661","750","0"
"Umayyad Caliphate","661","750","1","1","1",NULL,"Egypt","EGY","Africa","661","750","0"
"Umayyad Caliphate","661","750","1","1","1",NULL,"Georgia","GEO","Asia","661","750","0"
"Umayyad Caliphate","661","750","1","1","1",NULL,"Greece","GRC","Europe","661","750","0"
"Umayyad Caliphate","661","750","1","1","1",NULL,"Iran","IRN","Asia","661","750","0"
"Umayyad Caliphate","661","750","1","1","1",NULL,"Iraq","IRQ","Asia","661","750","0"
"Umayyad Caliphate","661","750","1","1","1",NULL,"Israel","ISR","Asia","661","750","0"
"Umayyad Caliphate","661","750","1","1","1",NULL,"Jordan","JOR","Asia","661","750","0"
"Umayyad Caliphate","661","750","1","1","1",NULL,"Kazakhstan","KAZ","Asia","713","750","0"
"Umayyad Caliphate","661","750","1","1","1",NULL,"Kuwait","KWT","Asia","661","750","0"
"Umayyad Caliphate","661","750","1","1","1",NULL,"Lebanon","LBN","Asia","661","750","0"
"Umayyad Caliphate","661","750","1","1","1",NULL,"Libya","LBY","Africa","661","750","0"
"Umayyad Caliphate","661","750","1","1","1",NULL,"Oman","OMN","Asia","661","750","0"
"Umayyad Caliphate","661","750","1","1","1",NULL,"Pakistan","PAK","Asia","661","750","0"
"Umayyad Caliphate","661","750","1","1","1",NULL,"Russia","RUS","Europe","661","750","0"
"Umayyad Caliphate","661","750","1","1","1",NULL,"Syria","SYR","Asia","661","750","1"
"Umayyad Caliphate","661","750","1","1","1",NULL,"Tajikistan","TJK","Asia","713","750","0"
"Umayyad Caliphate","661","750","1","1","1",NULL,"Turkmenistan","TKM","Asia","661","750","0"
"Umayyad Caliphate","661","750","1","1","1",NULL,"Turkey","TUR","Asia","661","750","0"
"Umayyad Caliphate","661","750","1","1","1",NULL,"Uzbekistan","UZB","Asia","661","750","0"
"Umayyad Caliphate","661","750","1","1","1",NULL,"Bahrain","BHR","Asia","661","750","0"
"Umayyad Caliphate","661","750","1","1","1",NULL,"Saudi Arabia","SAU","Asia","661","750","0"
"Umayyad Caliphate","661","750","1","1","1",NULL,"Eritrea","ERI","Africa","661","750","0"
"Umayyad Caliphate","661","750","1","1","1",NULL,"Somalia","SOM","Africa","661","750","0"
"Umayyad Caliphate","661","750","1","1","1",NULL,"Yemen","YEM","Asia","661","750","0"
"Umayyad Caliphate","661","750","1","1","1",NULL,"Algeria","DZA","Africa","683","750","0"
"Umayyad Caliphate","661","750","1","1","1",NULL,"Western Sahara","ESH","Africa","661","750","0"
"Umayyad Caliphate","661","750","1","1","1",NULL,"Spain","ESP","Europe","711","750","0"
"Umayyad Caliphate","661","750","1","1","1",NULL,"Gibraltar","GIB","Europe","661","750","0"
"Umayyad Caliphate","661","750","1","1","1",NULL,"Morocco","MAR","Africa","683","750","0"
"Umayyad Caliphate","661","750","1","1","1",NULL,"Portugal","PRT","Europe","711","750","0"
"Umayyad Caliphate","661","750","1","1","1",NULL,"Tunisia","TUN","Africa","683","750","0"
"Umayyad Caliphate","661","750","1","1","1",NULL,"Mauritania","MRT","Africa","661","750","0"
"Umayyad Caliphate","661","750","1","1","1",NULL,"France","FRA","Europe","711","750","0"
"Umayyad Caliphate","661","750","1","1","1",NULL,"Niger","NER","Africa","661","750","0"
"Umayyad Caliphate","661","750","1","1","1",NULL,"Chad","TCD","Africa","661","750","0"
"Umayyad Caliphate","661","750","1","1","1",NULL,"Cyprus","CYP","Asia","661","750","0"
"Umayyad Caliphate","661","750","1","1","1",NULL,"Qatar","QAT","Asia","661","750","0"
"Umayyad Caliphate","661","750","1","1","1",NULL,"Andorra","AND","Europe","711","750","0"
"Uyghur Khaganate","744","840","0","1","0",NULL,"Kazakhstan","KAZ","Asia","744","840","0"
"Uyghur Khaganate","744","840","0","1","0",NULL,"Russia","RUS","Europe","744","840","0"
"Uyghur Khaganate","744","840","0","1","0",NULL,"Tajikistan","TJK","Asia","744","840","0"
"Uyghur Khaganate","744","840","0","1","0",NULL,"Uzbekistan","UZB","Asia","744","840","0"
"Uyghur Khaganate","744","840","0","1","0",NULL,"China","CHN","Asia","744","840","0"
"Uyghur Khaganate","744","840","0","1","0",NULL,"Mongolia","MNG","Asia","744","840","1"
"Uyunid dynasty","1076","1253","0","1","0",NULL,"Iraq","IRQ","Asia","1076","1253","0"
"Uyunid dynasty","1076","1253","0","1","0",NULL,"Kuwait","KWT","Asia","1076","1253","0"
"Uyunid dynasty","1076","1253","0","1","0",NULL,"Bahrain","BHR","Asia","1076","1253","0"
"Uyunid dynasty","1076","1253","0","1","0",NULL,"Saudi Arabia","SAU","Asia","1076","1253","1"
"Vikings","700","1263","0","0","0",NULL,"Moldova","MDA","Europe","850","1000","0"
"Vikings","700","1263","0","0","0",NULL,"Russia","RUS","Europe","859","1000","0"
"Vikings","700","1263","0","0","0",NULL,"Ukraine","UKR","Europe","880","1000","0"
"Vikings","700","1263","0","0","0",NULL,"France","FRA","Europe","911","1100","0"
"Vikings","700","1263","0","0","0",NULL,"United Kingdom","GBR","Europe","865","1263","0"
"Vikings","700","1263","0","0","0",NULL,"Ireland","IRL","Europe","840","1171","0"
"Vikings","700","1263","0","0","0",NULL,"Germany","DEU","Europe","850","1000","0"
"Vikings","700","1263","0","0","0",NULL,"Poland","POL","Europe","850","1000","0"
"Vikings","700","1263","0","0","0",NULL,"Belgium","BEL","Europe","859","1000","0"
"Vikings","700","1263","0","0","0",NULL,"Denmark","DNK","Europe","700","1066","0"
"Vikings","700","1263","0","0","0",NULL,"Estonia","EST","Europe","850","1000","0"
"Vikings","700","1263","0","0","0",NULL,"Iceland","ISL","Europe","825","1100","0"
"Vikings","700","1263","0","0","0",NULL,"Norway","NOR","Europe","700","1066","1"
"Vikings","700","1263","0","0","0",NULL,"Lithuania","LTU","Europe","850","1000","0"
"Vikings","700","1263","0","0","0",NULL,"Latvia","LVA","Europe","850","1000","0"
"Vikings","700","1263","0","0","0",NULL,"Sweden","SWE","Europe","700","1066","0"
"Wei Empire","220","265","0","1","0",NULL,"China","CHN","Asia","220","265","1"
"Wei Empire","220","265","0","1","0",NULL,"North Korea","PRK","Asia","220","265","0"
"Western Roman Empire","395","476","1","1","1",NULL,"Libya","LBY","Africa","395","476","0"
"Western Roman Empire","395","476","1","1","1",NULL,"Algeria","DZA","Africa","395","476","0"
"Western Roman Empire","395","476","1","1","1",NULL,"Spain","ESP","Europe","395","476","0"
"Western Roman Empire","395","476","1","1","1",NULL,"Gibraltar","GIB","Europe","395","476","0"
"Western Roman Empire","395","476","1","1","1",NULL,"Morocco","MAR","Africa","395","476","0"
"Western Roman Empire","395","476","1","1","1",NULL,"Portugal","PRT","Europe","395","476","0"
"Western Roman Empire","395","476","1","1","1",NULL,"Tunisia","TUN","Africa","395","476","0"
"Western Roman Empire","395","476","1","1","1",NULL,"France","FRA","Europe","395","476","0"
"Western Roman Empire","395","476","1","1","1",NULL,"United Kingdom","GBR","Europe","395","476","0"
"Western Roman Empire","395","476","1","1","1",NULL,"Austria","AUT","Europe","395","476","0"
"Western Roman Empire","395","476","1","1","1",NULL,"Bosnia and Herzegovina","BIH","Europe","395","476","0"
"Western Roman Empire","395","476","1","1","1",NULL,"Germany","DEU","Europe","395","476","0"
"Western Roman Empire","395","476","1","1","1",NULL,"Croatia","HRV","Europe","395","476","0"
"Western Roman Empire","395","476","1","1","1",NULL,"Hungary","HUN","Europe","395","476","0"
"Western Roman Empire","395","476","1","1","1",NULL,"Italy","ITA","Europe","395","476","1"
"Western Roman Empire","395","476","1","1","1",NULL,"Slovenia","SVN","Europe","395","476","0"
"Western Roman Empire","395","476","1","1","1",NULL,"Switzerland","CHE","Europe","395","476","0"
"Western Roman Empire","395","476","1","1","1",NULL,"Liechtenstein","LIE","Europe","395","476","0"
"Western Roman Empire","395","476","1","1","1",NULL,"Belgium","BEL","Europe","395","476","0"
"Western Roman Empire","395","476","1","1","1",NULL,"Malta","MLT","Europe","395","476","0"
"Western Roman Empire","395","476","1","1","1",NULL,"Andorra","AND","Europe","395","476","0"
"Western Roman Empire","395","476","1","1","1",NULL,"Netherlands","NLD","Europe","395","476","0"
"Western Roman Empire","395","476","1","1","1",NULL,"Luxembourg","LUX","Europe","395","476","0"
"Western Roman Empire","395","476","1","1","1",NULL,"Monaco","MCO","Europe","395","476","0"
"Western Roman Empire","395","476","1","1","1",NULL,"San Marino","SMR","Europe","395","476","0"
"Western Xia Dynasty","1038","1227","0","1","0",NULL,"China","CHN","Asia","1038","1227","1"
"Western Xia Dynasty","1038","1227","0","1","0",NULL,"Mongolia","MNG","Asia","1038","1227","0"
"Yuan Dynasty","1271","1368","0","1","0",NULL,"Russia","RUS","Europe","1271","1368","0"
"Yuan Dynasty","1271","1368","0","1","0",NULL,"China","CHN","Asia","1271","1368","1"
"Yuan Dynasty","1271","1368","0","1","0",NULL,"North Korea","PRK","Asia","1295","1368","0"
"Yuan Dynasty","1271","1368","0","1","0",NULL,"Myanmar","MMR","Asia","1277","1368","0"
"Yuan Dynasty","1271","1368","0","1","0",NULL,"Mongolia","MNG","Asia","1271","1368","0"
"Yuan Dynasty","1271","1368","0","1","0",NULL,"South Korea","KOR","Asia","1271","1368","0"
"Yuan Dynasty","1271","1368","0","1","0",NULL,"Laos","LAO","Asia","1280","1368","0"
"Yuan Dynasty","1271","1368","0","1","0",NULL,"Bhutan","BTN","Asia","1280","1368","0"
"Zand Dynasty","1750","1794","0","1","0",NULL,"Armenia","ARM","Asia","1750","1794","0"
"Zand Dynasty","1750","1794","0","1","0",NULL,"Azerbaijan","AZE","Asia","1750","1794","0"
"Zand Dynasty","1750","1794","0","1","0",NULL,"Iran","IRN","Asia","1750","1794","1"
"Zand Dynasty","1750","1794","0","1","0",NULL,"Iraq","IRQ","Asia","1750","1794","0"
"Zand Dynasty","1750","1794","0","1","0",NULL,"Kuwait","KWT","Asia","1750","1794","0"
"Zand Dynasty","1750","1794","0","1","0",NULL,"Russia","RUS","Europe","1750","1794","0"
"Republic of Venice","697","1797","0","0","1","1","Greece","GRC","Europe","1489","1797","0"
"Republic of Venice","697","1797","0","0","1","1","Croatia","HRV","Europe","697","1797","0"
"Republic of Venice","697","1797","0","0","1","1","Italy","ITA","Europe","697","1797","1"
"Republic of Venice","697","1797","0","0","1","1","Slovenia","SVN","Europe","697","1797","0"
"Republic of Venice","697","1797","0","0","1","1","Cyprus","CYP","Asia","1489","1570","0"
"Republic of Venice","697","1797","0","0","1","1","Albania","ALB","Europe","1489","1797","0"
"Republic of Venice","697","1797","0","0","1","1","Montenegro","ME","Europe","1420","1797","0"
"Qin Dynasty ","221","206","0","1","1",NULL,"China","CHN","Asia","-221","-206","1"
"Qin Dynasty ","221","206","0","1","1",NULL,"Vietnam","VNM","Asia","-221","-206","0"
"Middle Assyrian Empire","-1350","-1200","1","1","0","1","Iraq","IRQ","Asia","-1350","-1200","1"
"Middle Assyrian Empire","-1350","-1200","1","1","0","1","Syria","SYR","Asia","-1350","-1200","0"
"Middle Assyrian Empire","-1350","-1200","1","1","0","1","Turkey","TUR","Asia","-1350","-1200","0"
"Mittani Empire","-1475","-1275","0","1","0",NULL,"Iraq","IRQ","Asia","-1475","-1275","1"
"Mittani Empire","-1475","-1275","0","1","0",NULL,"Syria","SYR","Asia","-1475","-1275","0"
"Mittani Empire","-1475","-1275","0","1","0",NULL,"Turkey","TUR","Asia","-1475","-1275","0"
"Kingdom of Kush ","-890","-350","1","1","0","1","Egypt","EGY","Africa","-890","-350","0"
"Kingdom of Kush ","-890","-350","1","1","0","1","Sudan","SDN","Africa","-890","-350","1"
"Visigothic Kingdom","410","711","0","1","0",NULL,"Spain","ESP","Europe","410","711","1"
"Visigothic Kingdom","410","711","0","1","0",NULL,"Portugal","PRT","Europe","410","711","0"
"Visigothic Kingdom","410","711","0","1","0",NULL,"France","FRA","Europe","410","711","0"
"Hsuing-nu Empire","-209","-51","0","1","0",NULL,"Russia","RUS","Europe","-209","-51","0"
"Hsuing-nu Empire","-209","-51","0","1","0",NULL,"Tajikistan","TJK","Asia","-209","-51","0"
"Hsuing-nu Empire","-209","-51","0","1","0",NULL,"China","CHN","Asia","-209","-51","0"
"Hsuing-nu Empire","-209","-51","0","1","0",NULL,"Mongolia","MNG","Asia","-209","-51","1"
"Gupta Empire","319","550","0","1","0",NULL,"Pakistan","PAK","Asia","375","550","0"
"Gupta Empire","319","550","0","1","0",NULL,"India","IND","Asia","319","550","1"
"Gupta Empire","319","550","0","1","0",NULL,"Bangladesh","BGD","Asia","319","550","0"
"Gupta Empire","319","550","0","1","0",NULL,"Nepal","NPL","Asia","319","550","0"
"Abbasid Empire","750","1258","0","1","0","0","Afghanistan","AFG","Asia","750","1258","0"
"Abbasid Empire","750","1258","0","1","0","0","United Arab Emirates","ARE","Asia","750","1258","0"
"Abbasid Empire","750","1258","0","1","0","0","Armenia","ARM","Asia","750","1258","0"
"Abbasid Empire","750","1258","0","1","0","0","Azerbaijan","AZE","Asia","750","1258","0"
"Abbasid Empire","750","1258","0","1","0","0","Egypt","EGY","Africa","750","909","0"
"Abbasid Empire","750","1258","0","1","0","0","Georgia","GEO","Asia","750","1258","0"
"Abbasid Empire","750","1258","0","1","0","0","Iran","IRN","Asia","750","1258","0"
"Abbasid Empire","750","1258","0","1","0","0","Iraq","IRQ","Asia","750","1258","1"
"Abbasid Empire","750","1258","0","1","0","0","Israel","ISR","Asia","750","1258","0"
"Abbasid Empire","750","1258","0","1","0","0","Jordan","JOR","Asia","750","1258","0"
"Abbasid Empire","750","1258","0","1","0","0","Kazakhstan","KAZ","Asia","750","1258","0"
"Abbasid Empire","750","1258","0","1","0","0","Kuwait","KWT","Asia","750","1258","0"
"Abbasid Empire","750","1258","0","1","0","0","Lebanon","LBN","Asia","750","1258","0"
"Abbasid Empire","750","1258","0","1","0","0","Libya","LBY","Africa","750","1258","0"
"Abbasid Empire","750","1258","0","1","0","0","Oman","OMN","Asia","750","1258","0"
"Abbasid Empire","750","1258","0","1","0","0","Pakistan","PAK","Asia","750","1258","0"
"Abbasid Empire","750","1258","0","1","0","0","Russia","RUS","Europe","750","1258","0"
"Abbasid Empire","750","1258","0","1","0","0","Syria","SYR","Asia","750","1258","0"
"Abbasid Empire","750","1258","0","1","0","0","Tajikistan","TJK","Asia","750","1258","0"
"Abbasid Empire","750","1258","0","1","0","0","Turkmenistan","TKM","Asia","750","1258","0"
"Abbasid Empire","750","1258","0","1","0","0","Turkey","TUR","Asia","750","1258","0"
"Abbasid Empire","750","1258","0","1","0","0","Uzbekistan","UZB","Asia","750","1258","0"
"Abbasid Empire","750","1258","0","1","0","0","Bahrain","BHR","Asia","750","1258","0"
"Abbasid Empire","750","1258","0","1","0","0","Saudi Arabia","SAU","Asia","750","1258","0"
"Abbasid Empire","750","1258","0","1","0","0","Eritrea","ERI","Africa","750","1258","0"
"Abbasid Empire","750","1258","0","1","0","0","Yemen","YEM","Asia","750","1258","0"
"Abbasid Empire","750","1258","0","1","0","0","Algeria","DZA","Africa","750","1258","0"
"Abbasid Empire","750","1258","0","1","0","0","Tunisia","TUN","Africa","750","1258","0"
"Abbasid Empire","750","1258","0","1","0","0","Italy","ITA","Europe","750","1258","0"
"Abbasid Empire","750","1258","0","1","0","0","Qatar","QAT","Asia","750","1258","0"
"Aceh Sultanate","1528","1903","0","1","0",NULL,"Brunei","BRN","Asia","1528","1903","0"
"Aceh Sultanate","1528","1903","0","1","0",NULL,"Indonesia","IDN","Asia","1528","1903","1"
"Ajuran Sultanate","1250","1650","0","1","1",NULL,"Ethiopia","ETH","Africa","1250","1650","0"
"Ajuran Sultanate","1250","1650","0","1","1",NULL,"Somalia","SOM","Africa","1250","1650","1"
"Angevin Empire","1266","1435","0","1","1","0","Greece","GRC","Europe","1350","1435","0"
"Angevin Empire","1266","1435","0","1","1","0","France","FRA","Europe","1266","1435","0"
"Angevin Empire","1266","1435","0","1","1","0","Italy","ITA","Europe","1266","1435","1"
"Angevin Empire","1266","1435","0","1","1","0","Albania","ALB","Europe","1277","1368","0"
"Avar Khaganate","568","796","0","1","0",NULL,"Bulgaria","BGR","Europe","568","796","0"
"Avar Khaganate","568","796","0","1","0",NULL,"Romania","ROU","Europe","568","796","0"
"Avar Khaganate","568","796","0","1","0",NULL,"Ukraine","UKR","Europe","568","796","0"
"Avar Khaganate","568","796","0","1","0",NULL,"Austria","AUT","Europe","568","796","0"
"Avar Khaganate","568","796","0","1","0",NULL,"Croatia","HRV","Europe","568","796","0"
"Avar Khaganate","568","796","0","1","0",NULL,"Hungary","HUN","Europe","568","796","0"
"Avar Khaganate","568","796","0","1","0",NULL,"Poland","POL","Europe","568","796","0"
"Avar Khaganate","568","796","0","1","0",NULL,"Slovak Republic","SVK","Europe","568","796","0"
"Avar Khaganate","568","796","0","1","0",NULL,"Slovenia","SVN","Europe","568","796","0"
"Joseon Empire","1392","1910","0","1","1",NULL,"North Korea","PRK","Asia","1392","1910","0"
