"empire","empire_start","empire_end","god","king","coin","trade","country_name","country_iso","geo","begin","end","capital"
"Pontic Empire","-302","62","0","1","0",NULL,"Turkey","TUR","Asia","-302","62","1"
"Pontic Empire","-302","62","0","1","0",NULL,"Ukraine","UKR","Europe","-129","62","0"
"Portuguese Empire","1415","2002","0","1","0",NULL,"India","IND","Asia","1503","1962","0"
"Portuguese Empire","1415","2002","0","1","0",NULL,"Morocco","MAR","Africa","1415","1769","0"
"Portuguese Empire","1415","2002","0","1","0",NULL,"Portugal","PRT","Europe","1415","2002","1"
"Portuguese Empire","1415","2002","0","1","0",NULL,"Ghana","GHA","Africa","1482","1642","0"
"Portuguese Empire","1415","2002","0","1","0",NULL,"Sri Lanka","LKA","Asia","1597","1658","0"
"Portuguese Empire","1415","2002","0","1","0",NULL,"Maldives","MDV","Asia","1558","1573","0"
"Portuguese Empire","1415","2002","0","1","0",NULL,"Brazil","BRA","Americas","1500","1822","0"
"Portuguese Empire","1415","2002","0","1","0",NULL,"Macau","MAC","Asia","1557","1999","0"
"Portuguese Empire","1415","2002","0","1","0",NULL,"Mozambique","MOZ","Africa","1498","1975","0"
"Portuguese Empire","1415","2002","0","1","0",NULL,"Angola","AGO","Africa","1575","1975","0"
"Portuguese Empire","1415","2002","0","1","0",NULL,"Cape Verde","CPV","Africa","1495","1975","0"
"Ptolemaic Empire","-305","-30","0","1","0",NULL,"Egypt","EGY","Africa","-305","-30","1"
"Ptolemaic Empire","-305","-30","0","1","0",NULL,"Greece","GRC","Europe","-275","-133","0"
"Ptolemaic Empire","-305","-30","0","1","0",NULL,"Israel","ISR","Asia","-301","-30","0"
"Ptolemaic Empire","-305","-30","0","1","0",NULL,"Jordan","JOR","Asia","-275","-133","0"
"Ptolemaic Empire","-305","-30","0","1","0",NULL,"Lebanon","LBN","Asia","-301","-198","0"
"Ptolemaic Empire","-305","-30","0","1","0",NULL,"Libya","LBY","Africa","-305","-30","0"
"Ptolemaic Empire","-305","-30","0","1","0",NULL,"Palestine","PSE","Asia","-275","-133","0"
"Ptolemaic Empire","-305","-30","0","1","0",NULL,"Syria","SYR","Asia","-275","-133","0"
"Ptolemaic Empire","-305","-30","0","1","0",NULL,"Turkey","TUR","Asia","-275","-133","0"
"Ptolemaic Empire","-305","-30","0","1","0",NULL,"Cyprus","CYP","Asia","-294","-58","0"
"Qajar Dynasty","1789","1925","0","1","0",NULL,"Afghanistan","AFG","Asia","1789","1925","0"
"Qajar Dynasty","1789","1925","0","1","0",NULL,"Armenia","ARM","Asia","1794","1828","0"
"Qajar Dynasty","1789","1925","0","1","0",NULL,"Azerbaijan","AZE","Asia","1794","1813","0"
"Qajar Dynasty","1789","1925","0","1","0",NULL,"Georgia","GEO","Asia","1794","1828","0"
"Qajar Dynasty","1789","1925","0","1","0",NULL,"Iran","IRN","Asia","1789","1925","1"
"Qajar Dynasty","1789","1925","0","1","0",NULL,"Iraq","IRQ","Asia","1789","1925","0"
"Qajar Dynasty","1789","1925","0","1","0",NULL,"Pakistan","PAK","Asia","1789","1925","0"
"Qajar Dynasty","1789","1925","0","1","0",NULL,"Russia","RUS","Europe","1794","1813","0"
"Qajar Dynasty","1789","1925","0","1","0",NULL,"Turkmenistan","TKM","Asia","1789","1925","0"
"Qajar Dynasty","1789","1925","0","1","0",NULL,"Turkey","TUR","Asia","1789","1925","0"
"Qajar Dynasty","1789","1925","0","1","0",NULL,"Bahrain","BHR","Asia","1789","1925","0"
"Qing Dynasty","1637","1912","0","1","0",NULL,"Afghanistan","AFG","Asia","1644","1912","0"
"Qing Dynasty","1637","1912","0","1","0",NULL,"Kazakhstan","KAZ","Asia","1644","1912","0"
"Qing Dynasty","1637","1912","0","1","0",NULL,"Pakistan","PAK","Asia","1644","1912","0"
"Qing Dynasty","1637","1912","0","1","0",NULL,"Russia","RUS","Europe","1644","1912","0"
"Qing Dynasty","1637","1912","0","1","0",NULL,"Tajikistan","TJK","Asia","1644","1912","0"
"Qing Dynasty","1637","1912","0","1","0",NULL,"India","IND","Asia","1644","1912","0"
"Qing Dynasty","1637","1912","0","1","0",NULL,"China","CHN","Asia","1644","1912","1"
"Qing Dynasty","1637","1912","0","1","0",NULL,"North Korea","PRK","Asia","1644","1912","0"
"Qing Dynasty","1637","1912","0","1","0",NULL,"Myanmar","MMR","Asia","1644","1912","0"
"Qing Dynasty","1637","1912","0","1","0",NULL,"Mongolia","MNG","Asia","1644","1912","0"
"Qing Dynasty","1637","1912","0","1","0",NULL,"Vietnam","VNM","Asia","1644","1912",NULL
"Qing Dynasty","1637","1912","0","1","0",NULL,"South Korea","KOR","Asia","1637","1895","0"
"Qing Dynasty","1637","1912","0","1","0",NULL,"Bhutan","BTN","Asia","1644","1912","0"
"Rashidun Caliphate","632","661","1","1","1",NULL,"Afghanistan","AFG","Asia","650","661","0"
"Rashidun Caliphate","632","661","1","1","1",NULL,"United Arab Emirates","ARE","Asia","632","661","0"
"Rashidun Caliphate","632","661","1","1","1",NULL,"Armenia","ARM","Asia","643","661","0"
"Rashidun Caliphate","632","661","1","1","1",NULL,"Azerbaijan","AZE","Asia","650","661","0"
"Rashidun Caliphate","632","661","1","1","1",NULL,"Egypt","EGY","Africa","650","661","0"
"Rashidun Caliphate","632","661","1","1","1",NULL,"Georgia","GEO","Asia","650","661","0"
"Rashidun Caliphate","632","661","1","1","1",NULL,"Iran","IRN","Asia","643","661","0"
"Rashidun Caliphate","632","661","1","1","1",NULL,"Iraq","IRQ","Asia","634","661","0"
"Rashidun Caliphate","632","661","1","1","1",NULL,"Israel","ISR","Asia","650","661","0"
"Rashidun Caliphate","632","661","1","1","1",NULL,"Jordan","JOR","Asia","634","661","0"
"Rashidun Caliphate","632","661","1","1","1",NULL,"Kuwait","KWT","Asia","632","661","0"
"Rashidun Caliphate","632","661","1","1","1",NULL,"Lebanon","LBN","Asia","650","661","0"
"Rashidun Caliphate","632","661","1","1","1",NULL,"Libya","LBY","Africa","650","661","0"
"Rashidun Caliphate","632","661","1","1","1",NULL,"Oman","OMN","Asia","632","661","0"
"Rashidun Caliphate","632","661","1","1","1",NULL,"Pakistan","PAK","Asia","650","661","0"
"Rashidun Caliphate","632","661","1","1","1",NULL,"Palestine","PSE","Asia","650","661","0"
"Rashidun Caliphate","632","661","1","1","1",NULL,"Russia","RUS","Europe","650","661","0"
"Rashidun Caliphate","632","661","1","1","1",NULL,"Syria","SYR","Asia","639","661","0"
"Rashidun Caliphate","632","661","1","1","1",NULL,"Tajikistan","TJK","Asia","650","661","0"
"Rashidun Caliphate","632","661","1","1","1",NULL,"Turkmenistan","TKM","Asia","650","661","0"
"Rashidun Caliphate","632","661","1","1","1",NULL,"Turkey","TUR","Asia","639","661","0"
"Rashidun Caliphate","632","661","1","1","1",NULL,"Uzbekistan","UZB","Asia","650","661","0"
"Rashidun Caliphate","632","661","1","1","1",NULL,"Bahrain","BHR","Asia","632","661","0"
"Rashidun Caliphate","632","661","1","1","1",NULL,"Saudi Arabia","SAU","Asia","632","661","1"
"Rashidun Caliphate","632","661","1","1","1",NULL,"Sudan","SDN","Africa","650","661","0"
"Rashidun Caliphate","632","661","1","1","1",NULL,"Yemen","YEM","Asia","650","661","0"
"Rashidun Caliphate","632","661","1","1","1",NULL,"Tunisia","TUN","Africa","650","661","0"
"Rashidun Caliphate","632","661","1","1","1",NULL,"Italy","ITA","Europe","650","661","0"
"Rashidun Caliphate","632","661","1","1","1",NULL,"Cyprus","CYP","Asia","650","661","0"
"Rashidun Caliphate","632","661","1","1","1",NULL,"Qatar","QAT","Asia","650","661","0"
"Roman Empire","-800","395","0","1","1",NULL,"Armenia","ARM","Asia","100","395","0"
"Roman Empire","-800","395","0","1","1",NULL,"Azerbaijan","AZE","Asia","100","395","0"
"Roman Empire","-800","395","0","1","1",NULL,"Bulgaria","BGR","Europe","14","395","0"
"Roman Empire","-800","395","0","1","1",NULL,"Egypt","EGY","Africa","-30","395","0"
"Roman Empire","-800","395","0","1","1",NULL,"Georgia","GEO","Asia","100","395","0"
"Roman Empire","-800","395","0","1","1",NULL,"Greece","GRC","Europe","-133","395","0"
"Roman Empire","-800","395","0","1","1",NULL,"Iran","IRN","Asia","115","395","0"
"Roman Empire","-800","395","0","1","1",NULL,"Iraq","IRQ","Asia","115","395","0"
"Roman Empire","-800","395","0","1","1",NULL,"Israel","ISR","Asia","-63","395","0"
"Roman Empire","-800","395","0","1","1",NULL,"Jordan","JOR","Asia","-44","395","0"
"Roman Empire","-800","395","0","1","1",NULL,"Kuwait","KWT","Asia","115","395","0"
"Roman Empire","-800","395","0","1","1",NULL,"Lebanon","LBN","Asia","-64","395","0"
"Roman Empire","-800","395","0","1","1",NULL,"Libya","LBY","Africa","-44","395","0"
"Roman Empire","-800","395","0","1","1",NULL,"Moldova","MDA","Europe","-44","395","0"
"Roman Empire","-800","395","0","1","1",NULL,"Palestine","PSE","Asia","-27","395","0"
"Roman Empire","-800","395","0","1","1",NULL,"Romania","ROU","Europe","-44","395","0"
"Roman Empire","-800","395","0","1","1",NULL,"Russia","RUS","Europe","100","395","0"
"Roman Empire","-800","395","0","1","1",NULL,"Syria","SYR","Asia","-27","395","0"
"Roman Empire","-800","395","0","1","1",NULL,"Turkey","TUR","Asia","-133","395","0"
"Roman Empire","-800","395","0","1","1",NULL,"Ukraine","UKR","Europe","100","395","0"
"Roman Empire","-800","395","0","1","1",NULL,"Saudi Arabia","SAU","Asia","115","395","0"
"Roman Empire","-800","395","0","1","1",NULL,"Algeria","DZA","Africa","14","395","0"
"Roman Empire","-800","395","0","1","1",NULL,"Spain","ESP","Europe","-209","395","0"
"Roman Empire","-800","395","0","1","1",NULL,"Gibraltar","GIB","Europe","-44","395","0"
"Roman Empire","-800","395","0","1","1",NULL,"Morocco","MAR","Africa","-44","395","0"
"Roman Empire","-800","395","0","1","1",NULL,"Portugal","PRT","Europe","-206","395","0"
"Roman Empire","-800","395","0","1","1",NULL,"Tunisia","TUN","Africa","-133","395","0"
"Roman Empire","-800","395","0","1","1",NULL,"France","FRA","Europe","-44","395","0"
"Roman Empire","-800","395","0","1","1",NULL,"United Kingdom","GBR","Europe","100","395","0"
"Roman Empire","-800","395","0","1","1",NULL,"Austria","AUT","Europe","-14","395","0"
"Roman Empire","-800","395","0","1","1",NULL,"Bosnia and Herzegovina","BIH","Europe","-14","395","0"
"Roman Empire","-800","395","0","1","1",NULL,"Germany","DEU","Europe","-44","395","0"
"Roman Empire","-800","395","0","1","1",NULL,"Croatia","HRV","Europe","-27","395","0"
"Roman Empire","-800","395","0","1","1",NULL,"Hungary","HUN","Europe","-9","395","0"
"Roman Empire","-800","395","0","1","1",NULL,"Italy","ITA","Europe","-800","395","1"
"Roman Empire","-800","395","0","1","1",NULL,"Slovenia","SVN","Europe","-14","395","0"
"Roman Empire","-800","395","0","1","1",NULL,"Switzerland","CHE","Europe","-44","395","0"
"Roman Empire","-800","395","0","1","1",NULL,"Liechtenstein","LIE","Europe","15","395","0"
"Roman Empire","-800","395","0","1","1",NULL,"Belgium","BEL","Europe","14","395","0"
"Roman Empire","-800","395","0","1","1",NULL,"Cyprus","CYP","Asia","-44","395","0"
"Roman Empire","-800","395","0","1","1",NULL,"Malta","MLT","Europe","-218","395","0"
"Roman Empire","-800","395","0","1","1",NULL,"Albania","ALB","Europe","-146","395","0"
"Roman Empire","-800","395","0","1","1",NULL,"North Macedonia","MKD","Europe","-64","395","0"
"Roman Empire","-800","395","0","1","1",NULL,"Andorra","AND","Europe","-14","395","0"
"Roman Empire","-800","395","0","1","1",NULL,"Netherlands","NLD","Europe","-44","395","0"
"Roman Empire","-800","395","0","1","1",NULL,"Luxembourg","LUX","Europe","-44","395","0"
"Roman Empire","-800","395","0","1","1",NULL,"Monaco","MCO","Europe","-237","395","0"
"Roman Empire","-800","395","0","1","1",NULL,"San Marino","SMR","Europe","-133","395","0"
"Rouran Khaganate","330","552","0","1","0",NULL,"Kazakhstan","KAZ","Asia","330","552","0"
"Rouran Khaganate","330","552","0","1","0",NULL,"Russia","RUS","Europe","330","552","0"
"Rouran Khaganate","330","552","0","1","0",NULL,"China","CHN","Asia","330","552","0"
"Rouran Khaganate","330","552","0","1","0",NULL,"Mongolia","MNG","Asia","330","552","1"
"Russian Empire Romanov","1721","1917","1","1","1",NULL,"Armenia","ARM","Asia","1721","1917","0"
"Russian Empire Romanov","1721","1917","1","1","1",NULL,"Azerbaijan","AZE","Asia","1721","1917","0"
"Russian Empire Romanov","1721","1917","1","1","1",NULL,"Georgia","GEO","Asia","1812","1917","0"
"Russian Empire Romanov","1721","1917","1","1","1",NULL,"Iran","IRN","Asia","1826","1917","0"
"Russian Empire Romanov","1721","1917","1","1","1",NULL,"Kazakhstan","KAZ","Asia","1721","1917","0"
"Russian Empire Romanov","1721","1917","1","1","1",NULL,"Moldova","MDA","Europe","1721","1917","0"
"Russian Empire Romanov","1721","1917","1","1","1",NULL,"Romania","ROU","Europe","1801","1917","0"
"Russian Empire Romanov","1721","1917","1","1","1",NULL,"Russia","RUS","Europe","1721","1917","1"
"Russian Empire Romanov","1721","1917","1","1","1",NULL,"Tajikistan","TJK","Asia","1721","1917","0"
"Russian Empire Romanov","1721","1917","1","1","1",NULL,"Turkmenistan","TKM","Asia","1721","1917","0"
"Russian Empire Romanov","1721","1917","1","1","1",NULL,"Turkey","TUR","Asia","1721","1917","0"
"Russian Empire Romanov","1721","1917","1","1","1",NULL,"Ukraine","UKR","Europe","1721","1917","0"
"Russian Empire Romanov","1721","1917","1","1","1",NULL,"Uzbekistan","UZB","Asia","1721","1917","0"
"Russian Empire Romanov","1721","1917","1","1","1",NULL,"Poland","POL","Europe","1801","1917","0"
"Russian Empire Romanov","1721","1917","1","1","1",NULL,"China","CHN","Asia","1721","1917","0"
"Russian Empire Romanov","1721","1917","1","1","1",NULL,"Kyrgyz Republic","KGZ","Asia","1864","1917","0"
"Russian Empire Romanov","1721","1917","1","1","1",NULL,"Mongolia","MNG","Asia","1721","1917","0"
"Russian Empire Romanov","1721","1917","1","1","1",NULL,"Estonia","EST","Europe","1721","1917","0"
"Russian Empire Romanov","1721","1917","1","1","1",NULL,"Belarus","BLR","Europe","1721","1917","0"
"Russian Empire Romanov","1721","1917","1","1","1",NULL,"Lithuania","LTU","Europe","1772","1917","0"
"Russian Empire Romanov","1721","1917","1","1","1",NULL,"Finland","FIN","Europe","1721","1917","0"
"Russian Empire Romanov","1721","1917","1","1","1",NULL,"Latvia","LVA","Europe","1721","1917","0"
"Russian Empire Romanov","1721","1917","1","1","1",NULL,"Sweden","SWE","Europe","1721","1917","0"
"Safavid Dynasty","1501","1736","0","1","0",NULL,"Afghanistan","AFG","Asia","1501","1736","0"
"Safavid Dynasty","1501","1736","0","1","0",NULL,"Armenia","ARM","Asia","1501","1736","0"
"Safavid Dynasty","1501","1736","0","1","0",NULL,"Azerbaijan","AZE","Asia","1501","1736","0"
"Safavid Dynasty","1501","1736","0","1","0",NULL,"Georgia","GEO","Asia","1501","1736","0"
"Safavid Dynasty","1501","1736","0","1","0",NULL,"Iran","IRN","Asia","1501","1736","1"
"Safavid Dynasty","1501","1736","0","1","0",NULL,"Iraq","IRQ","Asia","1501","1736","0"
"Safavid Dynasty","1501","1736","0","1","0",NULL,"Kuwait","KWT","Asia","1501","1736","0"
"Safavid Dynasty","1501","1736","0","1","0",NULL,"Pakistan","PAK","Asia","1501","1736","0"
"Safavid Dynasty","1501","1736","0","1","0",NULL,"Russia","RUS","Europe","1501","1736","0"
"Safavid Dynasty","1501","1736","0","1","0",NULL,"Syria","SYR","Asia","1501","1736","0"
"Safavid Dynasty","1501","1736","0","1","0",NULL,"Turkmenistan","TKM","Asia","1501","1736","0"
"Safavid Dynasty","1501","1736","0","1","0",NULL,"Turkey","TUR","Asia","1501","1736","0"
"Safavid Dynasty","1501","1736","0","1","0",NULL,"Uzbekistan","UZB","Asia","1501","1736","0"
"Saffarid Dynasty","861","1003","0","1","0",NULL,"Afghanistan","AFG","Asia","861","1003","0"
"Saffarid Dynasty","861","1003","0","1","0",NULL,"Iran","IRN","Asia","861","1003","1"
"Saffarid Dynasty","861","1003","0","1","0",NULL,"Iraq","IRQ","Asia","861","1003","0"
"Saffarid Dynasty","861","1003","0","1","0",NULL,"Pakistan","PAK","Asia","861","1003","0"
"Saffarid Dynasty","861","1003","0","1","0",NULL,"Tajikistan","TJK","Asia","861","1003","0"
"Saffarid Dynasty","861","1003","0","1","0",NULL,"Turkmenistan","TKM","Asia","861","1003","0"
"Saffarid Dynasty","861","1003","0","1","0",NULL,"Uzbekistan","UZB","Asia","861","1003","0"
"Saffarid Dynasty","861","1003","0","1","0",NULL,"India","IND","Asia","861","1003","0"
"Saffarid Dynasty","861","1003","0","1","0",NULL,"China","CHN","Asia","861","1003","0"
"Samanid Dynasty","819","999","0","1","0",NULL,"Afghanistan","AFG","Asia","819","999","0"
"Samanid Dynasty","819","999","0","1","0",NULL,"Iran","IRN","Asia","819","999","0"
"Samanid Dynasty","819","999","0","1","0",NULL,"Kazakhstan","KAZ","Asia","819","999","0"
"Samanid Dynasty","819","999","0","1","0",NULL,"Pakistan","PAK","Asia","819","999","0"
"Samanid Dynasty","819","999","0","1","0",NULL,"Tajikistan","TJK","Asia","819","999","0"
"Samanid Dynasty","819","999","0","1","0",NULL,"Turkmenistan","TKM","Asia","819","999","0"
"Samanid Dynasty","819","999","0","1","0",NULL,"Uzbekistan","UZB","Asia","819","999","1"
"Sassanid Dynasty","224","651","0","1","0",NULL,"Afghanistan","AFG","Asia","224","651","0"
"Sassanid Dynasty","224","651","0","1","0",NULL,"Armenia","ARM","Asia","224","643","0"
"Sassanid Dynasty","224","651","0","1","0",NULL,"Azerbaijan","AZE","Asia","224","643","0"
"Sassanid Dynasty","224","651","0","1","0",NULL,"Egypt","EGY","Africa","621","628","0"
"Sassanid Dynasty","224","651","0","1","0",NULL,"Georgia","GEO","Asia","224","643","0"
"Sassanid Dynasty","224","651","0","1","0",NULL,"Iran","IRN","Asia","224","651","0"
"Sassanid Dynasty","224","651","0","1","0",NULL,"Iraq","IRQ","Asia","224","643","1"
"Sassanid Dynasty","224","651","0","1","0",NULL,"Israel","ISR","Asia","614","628","0"
"Sassanid Dynasty","224","651","0","1","0",NULL,"Jordan","JOR","Asia","621","628","0"
"Sassanid Dynasty","224","651","0","1","0",NULL,"Kazakhstan","KAZ","Asia","480","651","0"
"Sassanid Dynasty","224","651","0","1","0",NULL,"Kuwait","KWT","Asia","480","639","0"
"Sassanid Dynasty","224","651","0","1","0",NULL,"Lebanon","LBN","Asia","621","628","0"
"Sassanid Dynasty","224","651","0","1","0",NULL,"Libya","LBY","Africa","621","628","0"
"Sassanid Dynasty","224","651","0","1","0",NULL,"Oman","OMN","Asia","531","639","0"
"Sassanid Dynasty","224","651","0","1","0",NULL,"Pakistan","PAK","Asia","224","651","0"
"Sassanid Dynasty","224","651","0","1","0",NULL,"Palestine","PSE","Asia","621","628","0"
"Sassanid Dynasty","224","651","0","1","0",NULL,"Russia","RUS","Europe","480","643","0"
"Sassanid Dynasty","224","651","0","1","0",NULL,"Syria","SYR","Asia","224","639","0"
"Sassanid Dynasty","224","651","0","1","0",NULL,"Tajikistan","TJK","Asia","570","651","0"
"Sassanid Dynasty","224","651","0","1","0",NULL,"Turkmenistan","TKM","Asia","224","651","0"
"Sassanid Dynasty","224","651","0","1","0",NULL,"Turkey","TUR","Asia","224","639","0"
"Sassanid Dynasty","224","651","0","1","0",NULL,"Uzbekistan","UZB","Asia","224","651","0"
"Sassanid Dynasty","224","651","0","1","0",NULL,"Bahrain","BHR","Asia","531","639","0"
"Sassanid Dynasty","224","651","0","1","0",NULL,"India","IND","Asia","480","651","0"
"Sassanid Dynasty","224","651","0","1","0",NULL,"Saudi Arabia","SAU","Asia","531","639","0"
"Sassanid Dynasty","224","651","0","1","0",NULL,"Yemen","YEM","Asia","570","628","0"
"Sassanid Dynasty","224","651","0","1","0",NULL,"Qatar","QAT","Asia","621","639","0"
"Scandinavian Empire","1016","1035","0","1","0",NULL,"United Kingdom","GBR","Europe","1016","1035","0"
"Scandinavian Empire","1016","1035","0","1","0",NULL,"Denmark","DNK","Europe","1016","1035","1"
"Scandinavian Empire","1016","1035","0","1","0",NULL,"Norway","NOR","Europe","1016","1035","0"
"Scandinavian Empire","1016","1035","0","1","0",NULL,"Sweden","SWE","Europe","1016","1035","0"
"Second Bulgarian Empire","1185","1396","1","1","1","0","Bulgaria","BGR","Europe","1185","1396","1"
"Second Bulgarian Empire","1185","1396","1","1","1","0","Greece","GRC","Europe","1230","1396","0"
"Second Bulgarian Empire","1185","1396","1","1","1","0","Moldova","MDA","Europe","1185","1396","0"
"Second Bulgarian Empire","1185","1396","1","1","1","0","Romania","ROU","Europe","1185","1396","0"
"Second Bulgarian Empire","1185","1396","1","1","1","0","Turkey","TUR","Asia","1230","1396","0"
"Second Bulgarian Empire","1185","1396","1","1","1","0","Ukraine","UKR","Europe","1185","1396","0"
"Second Bulgarian Empire","1185","1396","1","1","1","0","Albania","ALB","Europe","1230","1240","0"
"Second Bulgarian Empire","1185","1396","1","1","1","0","North Macedonia","MKD","Europe","1230","1396","0"
"Seleucid Empire","-312","-64","0","1","0",NULL,"Afghanistan","AFG","Asia","-312","-256","0"
"Seleucid Empire","-312","-64","0","1","0",NULL,"Armenia","ARM","Asia","-312","-275","0"
"Seleucid Empire","-312","-64","0","1","0",NULL,"Azerbaijan","AZE","Asia","-312","-275","0"
"Seleucid Empire","-312","-64","0","1","0",NULL,"Georgia","GEO","Asia","-312","-275","0"
"Seleucid Empire","-312","-64","0","1","0",NULL,"Greece","GRC","Europe","-312","-190","0"
"Seleucid Empire","-312","-64","0","1","0",NULL,"Iran","IRN","Asia","-312","-247","0"
"Seleucid Empire","-312","-64","0","1","0",NULL,"Iraq","IRQ","Asia","-312","-141","0"
"Seleucid Empire","-312","-64","0","1","0",NULL,"Israel","ISR","Asia","-301","-110","0"
"Seleucid Empire","-312","-64","0","1","0",NULL,"Jordan","JOR","Asia","-301","-141","0"
"Seleucid Empire","-312","-64","0","1","0",NULL,"Kazakhstan","KAZ","Asia","-312","-141","0"
"Seleucid Empire","-312","-64","0","1","0",NULL,"Kuwait","KWT","Asia","-312","-141","0"
"Seleucid Empire","-312","-64","0","1","0",NULL,"Lebanon","LBN","Asia","-198","-64","0"
"Seleucid Empire","-312","-64","0","1","0",NULL,"Pakistan","PAK","Asia","-307","-141","0"
"Seleucid Empire","-312","-64","0","1","0",NULL,"Palestine","PSE","Asia","-312","-141","0"
"Seleucid Empire","-312","-64","0","1","0",NULL,"Syria","SYR","Asia","-312","-64","0"
"Seleucid Empire","-312","-64","0","1","0",NULL,"Tajikistan","TJK","Asia","-312","-256","0"
"Seleucid Empire","-312","-64","0","1","0",NULL,"Turkmenistan","TKM","Asia","-312","-256","0"
"Seleucid Empire","-312","-64","0","1","0",NULL,"Turkey","TUR","Asia","-312","-64","1"
"Seleucid Empire","-312","-64","0","1","0",NULL,"Uzbekistan","UZB","Asia","-312","-256","0"
"Seleucid Empire","-312","-64","0","1","0",NULL,"India","IND","Asia","-307","-256","0"
"Seleucid Empire","-312","-64","0","1","0",NULL,"Saudi Arabia","SAU","Asia","-312","-141","0"
"Seleucid Empire","-312","-64","0","1","0",NULL,"Cyprus","CYP","Asia","-170","-168","0"
"Serbian Empire","1346","1371","0","1","1",NULL,"Bulgaria","BGR","Europe","1346","1371","0"
"Serbian Empire","1346","1371","0","1","1",NULL,"Greece","GRC","Europe","1346","1371","0"
"Serbian Empire","1346","1371","0","1","1",NULL,"Bosnia and Herzegovina","BIH","Europe","1346","1371","0"
"Serbian Empire","1346","1371","0","1","1",NULL,"Croatia","HRV","Europe","1346","1371","0"
"Serbian Empire","1346","1371","0","1","1",NULL,"Albania","ALB","Europe","1346","1371","0"
"Serbian Empire","1346","1371","0","1","1",NULL,"North Macedonia","MKD","Europe","1346","1371","1"
"Serbian Empire","1346","1371","0","1","1",NULL,"Montenegro","ME","Europe","1346","1371","0"
"Serbian Empire","1346","1371","0","1","1",NULL,"Serbia","RS","Europe","1346","1371","0"
"Shunga Empire","-185","-75","0","1","0",NULL,"India","IND","Asia","-185","-75","1"
"Shunga Empire","-185","-75","0","1","0",NULL,"Bangladesh","BGD","Asia","-185","-75","0"
"Shunga Empire","-185","-75","0","1","0",NULL,"Nepal","NPL","Asia","-185","-75","0"
"Kingdom of Siam","1782","1932","1","1","1","1","Myanmar","MMR","Asia","1782","1932","0"
"Kingdom of Siam","1782","1932","1","1","1","1","Malaysia","MYS","Asia","1782","1932",NULL
"Kingdom of Siam","1782","1932","1","1","1","1","Thailand","THA","Asia","1782","1932","1"
"Kingdom of Siam","1782","1932","1","1","1","1","Vietnam","VNM","Asia","1782","1932","0"
"Kingdom of Siam","1782","1932","1","1","1","1","Laos","LAO","Asia","1782","1932","0"
"Kingdom of Siam","1782","1932","1","1","1","1","Cambodia","KHM","Asia","1782","1932","0"
"Sikh Empire","1799","1849","0","1","0",NULL,"Pakistan","PAK","Asia","1799","1849","1"
"Sikh Empire","1799","1849","0","1","0",NULL,"India","IND","Asia","1799","1849","0"
"Sikh Empire","1799","1849","0","1","0",NULL,"China","CHN","Asia","1799","1849","0"
"Song Dynasty","960","1279","0","1","0",NULL,"China","CHN","Asia","960","1279","1"
"Song Dynasty","960","1279","0","1","0",NULL,"Hong Kong","HKG","Asia","960","1279","0"
"Songhai Empire","1464","1591","0","1","0",NULL,"Mauritania","MRT","Africa","1464","1591","0"
"Songhai Empire","1464","1591","0","1","0",NULL,"Niger","NER","Africa","1464","1591","0"
"Songhai Empire","1464","1591","0","1","0",NULL,"Nigeria","NGA","Africa","1464","1591","0"
"Songhai Empire","1464","1591","0","1","0",NULL,"Benin","BEN","Africa","1464","1591","0"
"Songhai Empire","1464","1591","0","1","0",NULL,"Burkina Faso","BFA","Africa","1464","1591","0"
"Songhai Empire","1464","1591","0","1","0",NULL,"Guinea","GIN","Africa","1464","1591","0"
"Songhai Empire","1464","1591","0","1","0",NULL,"Mali","MLI","Africa","1464","1591","1"
"Songhai Empire","1464","1591","0","1","0",NULL,"Senegal","SEN","Africa","1464","1591","0"
"Songhai Empire","1464","1591","0","1","0",NULL,"Guinea-Bissau","GNB","Africa","1464","1591","0"
"Spanish Empire","1462","1975","0","1","1",NULL,"Algeria","DZA","Africa","1510","1541","0"
"Spanish Empire","1462","1975","0","1","1",NULL,"Western Sahara","ESH","Africa","1884","1975","0"
"Spanish Empire","1462","1975","0","1","1",NULL,"Spain","ESP","Europe","1462","1975","1"
"Spanish Empire","1462","1975","0","1","1",NULL,"Gibraltar","GIB","Europe","1462","1704","0"
"Spanish Empire","1462","1975","0","1","1",NULL,"Morocco","MAR","Africa","1912","1956","0"
"Spanish Empire","1462","1975","0","1","1",NULL,"Guatemala","GTM","Americas","1524","1821","0"
"Spanish Empire","1462","1975","0","1","1",NULL,"Argentina","ARG","Americas","1536","1832","0"
"Spanish Empire","1462","1975","0","1","1",NULL,"Bahamas","BHS","Americas","1492","1565","0"
"Spanish Empire","1462","1975","0","1","1",NULL,"Belize","BLZ","Americas","1524","1798","0"
"Spanish Empire","1462","1975","0","1","1",NULL,"Jamaica","JAM","Americas","1494","1670","0"
"Spanish Empire","1462","1975","0","1","1",NULL,"Trinidad and Tobago","TTO","Americas","1521","1731","0"
"Spanish Empire","1462","1975","0","1","1",NULL,"United States","USA","Americas","1511","1898","0"
"Spanish Empire","1462","1975","0","1","1",NULL,"Philippines","PHL","Asia","1521","1946","0"
"Spanish Empire","1462","1975","0","1","1",NULL,"Aruba","ABW","Americas","1499","1636","0"
"Spanish Empire","1462","1975","0","1","1",NULL,"Chile","CHL","Americas","1541","1824","0"
